"DataflowName","Workspace","WorkspaceId","Category","StructureType","RefreshFrequency","RefreshTime","Priority","DependsOn","EstimatedDurationMinutes","Status","Notes","DataflowId"
"df_Fact_CustomerPerformance","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","cd83c668-a022-477e-ba15-4e54dfe2053d"
"df_Fact_First_Pass_Fill","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","fa540802-f021-49e2-ad61-9ffe6a738c5f"
"df_Fact_InTrans_UniqueCustomers","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","a101a36a-c5cb-446f-942d-25516f6674d0"
"df_Fact_Inventory","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","c1fe617e-f7c9-40d2-8856-1a366070c9ee"
"df_Fact_Invoice_InventoryAnalysis","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","f3818dfc-bd3a-473d-a28b-e77840a35d40"
"df_Fact_Invoice_UniqueCustomers","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","882712b7-ce77-4230-bbcd-8d594ad5cd94"
"df_Fact_InvoiceHeader","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","edd703b0-8572-4dbc-aa7a-cbdc1bd7bead"
"df_Fact_LaborInvoiced","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","8c8c56a5-d3aa-4f3f-8854-f09fb2abc768"
"df_Fact_LaborJobs","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","15112239-a2e3-49b6-a5b1-2ac266eb4a1e"
"df_Fact_LaborJobSummary","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","5b56bdeb-a98c-4f88-b213-c40b288c2351"
"df_Fact_LaborPunches","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","89307c3a-c7ed-4e79-84d2-995f8a114fc9"
"df_Fact_LaborWIP","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","50fa4848-ee96-4683-8161-f39e9ff3fc3d"
"df_Fact_Machines_Serviced","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","28af004d-2e45-4d5f-914a-9296925827e3"
"df_Fact_Part_Transactions","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","3c083680-0474-4125-ab86-6fe40643a348"
"df_Fact_Top50_JobCodes","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","16324bfe-cf66-44a6-b644-416be32c753d"
"df_Fact_WarrantyClaims","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","b7b22140-edc7-4b1e-8a3f-d784a4192303"
"df_Fact_WorkOrderComprehensive","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","378288bb-c878-44c1-9c23-57096903bf18"
"df_Fact_WorkOrderHeader","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","e6775018-93e5-45af-a2ad-ec08d641e928"
"df_Fact_WorkOrderJobs","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","3186cdc0-c24c-4911-895b-5a3cbf44e582"
"df_Fact_WorkOrderLabor","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","160c213f-365a-4cc1-9c67-4fb39f6ab90c"
"df_Fact_WorkOrderParts","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","FactTable","New","Daily","02:00","High","","5","Active","","97eacf29-4ac4-4dc9-83a6-dc64a292285c"
"df_InHist_PmManage_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","4da865da-2298-45a8-afa4-f64260c55fed"
"df_INSALORD_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","11fbbb6a-3761-4413-a308-6cf175dd46e4"
"df_INSALPAR_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","2fe2672f-a592-4848-b714-8bea2941b02e"
"df_INTRANS_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","af4de861-78bd-4266-9e9f-224df87a0e0b"
"df_Invoice_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","24b33a07-d062-4f3b-a2c1-431e4ff2616d"
"df_JDIS_PART_INFORMATION_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","5b7af2e1-fcdd-4466-a1a8-7b894baba501"
"df_jdis_Part_Information_Verification","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","AdHoc","New","Daily","02:00","High","","5","Active","","2a27db73-0496-4c05-bacc-71ee6f1aaf2a"
"df_RepairOrderDetail_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","1af5189f-0cec-4345-b6c0-52eec21bb79f"
"df_Technician_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","d93ac990-9a7f-44e9-9905-1686e1e8fae2"
"df_TechnicianInvoiceDetail_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","8a2826d7-808f-4d8b-ad4b-05de29829b3d"
"df_TechnicianPunchedDetail_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","3b1d5198-4a20-4e20-ae1c-cb255454ba80"
"df_Transform_Customers","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","Transformation","New","Daily","02:00","High","","5","Active","","26204c15-7caa-4c9f-bc53-e95ba831d05b"
"df_Transform_jdis_Part_Information","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","Transformation","New","Daily","02:00","High","","5","Active","","c4c20f3d-0ec7-4671-af1c-46b50738dce7"
"df_Transform_Jobs","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","Transformation","New","Daily","02:00","High","","5","Active","","090b12ba-72fd-496e-ab32-d2de8503870f"
"df_Transform_Parts","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","Transformation","New","Daily","02:00","High","","5","Active","","cf4277d9-3f11-4702-ac89-c3ee4ed39469"
"df_Transform_Vehicles","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","Transformation","New","Daily","02:00","High","","5","Active","","5dc5a372-a221-420f-af2d-351e8dd8bc8c"
"df_VHSTOCK_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","157b0f2d-0329-47ed-ab13-48289a34753c"
"df_VhStockAccess_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","b5cb091c-a3e6-4f5a-b879-f9bbe18fdeed"
"df_WarClaim_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","d66e8fb1-33f5-4b95-b422-edf9cbc66602"
"df_WARSUBCI_LABOUR_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","5b3742df-92e4-4f71-bd9b-8286108e1bf2"
"df_WKINVREG_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","b0e46e25-4fe4-4b97-808e-0840a2347c18"
"df_WKMECHWK_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","a5328184-b414-49f9-bdb7-ee361e774718"
"df_WKOTHSUB_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","5398a34b-d479-4d89-8048-0c6e0823f7c4"
"df_WKRODESC_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","1e6bc9c8-b408-4650-ac5d-9adf7213f500"
"df_WKROFILE_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","74c88e8e-8144-479b-a4be-f927bb1b9656"
"df_WKVEHFL_Raw","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","RawSource","New","Daily","02:00","High","","5","Active","","e21097ce-ae22-49e6-a639-15dcb7ef1eb6"
"Equipment Service - Data Quality Validation","LH_Master_Data","b48cdb35-7ce3-46de-96df-d70db77649cb","AdHoc","New","Daily","02:00","High","","5","Active","","305b9935-ae1e-47b1-8289-4367786c4268"
