ID,Name,Table,Description,DataType,Expression,FormatString,IsHidden,State,KPIID,IsSimpleMeasure,DisplayFolder,DetailRowsDefinition,DataCategory,FormatStringDefinition,LineageTag
359,Cost Percentage,MeasuresTable,,,"DIVIDE(
    [Adjustment $ (Net)],
    CALCULATE([Adjustment $ (Net)], ALLSELECTED(GlTrans___Parts_Adjust)),
    0
)",,FALSE,Valid,,FALSE,,,,"""0.00%;-0.00%;0.00%""",49ef1ca0-04ec-403b-b632-b981bf76ea09
360,PA Type Adjustment $,MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[Cost]),
    ALLEXCEPT('GlTrans___Parts_Adjust', 'GlTrans___Parts_Adjust'[PA Type])
)",,FALSE,Valid,,FALSE,,,,,4273097b-dd5b-495f-b074-4725084f210d
361,Total Cost $,MeasuresTable,,,SUM('InTrans_Parts_Adjust'[Cost]),,FALSE,Valid,,FALSE,,,,,3ec0e0c8-439a-4ac0-9c25-587d66acd13d
362,PA Type Percentage,MeasuresTable,,,"DIVIDE(
    [PA Type Adjustment $],
    [Total Cost $],
    0
)",,FALSE,Valid,,FALSE,,,,"""0.00%;-0.00%;0.00%""",d1b9ccac-94cf-4348-83fb-d79f14c7dd13
363,Absolute Adjustment $,MeasuresTable,,,"SUMX('InTrans_Parts_Adjust', ABS('InTrans_Parts_Adjust'[Cost]))",,FALSE,Valid,,FALSE,,,,,5186174b-1388-48b9-948f-f5e921c73b58
364,Total Absolute Adjustment $,MeasuresTable,,,"CALCULATE(
    [Absolute Adjustment $],
    ALLSELECTED('GlTrans___Parts_Adjust')
)",,FALSE,Valid,,FALSE,,,,,e551aeb6-4565-423b-ab81-c483dc227e5f
365,Cost Percentage 1,MeasuresTable,,,"DIVIDE(
    [Absolute Adjustment $],
    [Total Absolute Adjustment $],
    0
)",,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",abde9a4f-0d10-42db-9af3-1720c199cf1e
366,On Hand Qty,MeasuresTable,,,SUM('jdis___Parts_Adjust'[On_Hand_Qty]),,FALSE,Valid,,FALSE,,,,,75650984-2c96-4c65-b8a0-1635eb289e63
367,Total Adjustments $,MeasuresTable,,,[Positive Adjustment $] + ABS([Negative Adjustment $]),,FALSE,Valid,,FALSE,,,,"""\$#,0.00;(\$#,0.00);\$#,0.00""",e7e1bdc5-a7fc-4fb6-8b1a-cb6a0c5a07d4
368,Positive Adjustment $ (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[Cost]),
    'InTrans_Parts_Adjust'[Cost] > 0,
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        MAX('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,"""\$#,0.00;(\$#,0.00);\$#,0.00""",4fd4859b-de79-46e9-b857-8497b6347b6a
369,Negative Adjustment $ (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[Cost]),
    'InTrans_Parts_Adjust'[Cost] < 0,
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        MAX('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,"""\$#,0.00;(\$#,0.00);\$#,0.00""",20ac3d0c-cc53-4504-b08a-ef9229c0cbd3
370,Total Adjustments $ (R12),MeasuresTable,,,[Positive Adjustment $ (R12)] + ABS([Negative Adjustment $ (R12)]),,FALSE,Valid,,FALSE,,,,"""\$#,0.00;(\$#,0.00);\$#,0.00""",dc480ebc-6aaa-4a06-afa7-85f56e8b6c5d
371,Selected Measure,MeasuresTable,,,"SWITCH(
    SELECTEDVALUE(MeasureSelector[MeasureIndex]),
    0, [Adjustment $ to Inventory $],
    1, [Adjustment Qty to Inventory Qty],
    2, [Adjustment Lines to Inventory Lines],
    BLANK()
)",,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",f3ef3dd3-a8a0-4187-8771-46ada4b4e3c6
372,Combined Adjustments $ (R12),MeasuresTable,,,[Positive Adjustment $ (R12)] + ABS([Negative Adjustment $ (R12)]),,FALSE,Valid,,FALSE,,,,,41bd945e-51d5-4d1c-909f-152b4fbfdd22
373,Selected Adjustment $ (R12),MeasuresTable,,,"SWITCH(
    SELECTEDVALUE(AdjustmentTypes[AdjustmentType]),
    ""Positive Adjustment $ (R12)"", [Positive Adjustment $ (R12)],
    ""Negative Adjustment $ (R12)"", [Negative Adjustment $ (R12)],
    BLANK()
)",,FALSE,Valid,,FALSE,,,,,c911e7c3-0260-4d80-95b7-2aec1bbb2704
374,Positive Qty,MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    'InTrans_Parts_Adjust'[QTY] > 0
)",,FALSE,Valid,,FALSE,,,,,420ea19f-b6b4-4884-a287-baaf34a0c656
375,Negative Qty,MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    'InTrans_Parts_Adjust'[QTY] < 0
)",,FALSE,Valid,,FALSE,,,,,7e5b6703-05bd-48a3-9ca0-05dab0c3f58d
376,Positive Qty (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    'InTrans_Parts_Adjust'[QTY] > 0,
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        MAX('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,,04688a1f-af3c-4d7b-b9d2-64d1307a9f1c
377,Negative Qty (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    'InTrans_Parts_Adjust'[QTY] < 0,
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        MAX('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,,356e916a-d3aa-43c1-ab35-7a1a55465f3e
378,Total Qty (R12),MeasuresTable,,,[Positive Qty (R12)] + ABS([Negative Qty (R12)]),,FALSE,Valid,,FALSE,,,,"""0""",c2e968d7-f9b2-4191-98be-5afc4a213e97
379,Total Adjustment Lines (R12),MeasuresTable,,,"CALCULATE(
    COUNTROWS(InTrans_Parts_Adjust),
    DATESINPERIOD(
        InTrans_Parts_Adjust[Trans_Date],
        LASTDATE(InTrans_Parts_Adjust[Trans_Date]),
        -12,
        MONTH
    ),
    InTrans_Parts_Adjust[Qty] <> 0
)",,FALSE,Valid,,FALSE,,,,"""0""",5f6bb6cc-3a59-4031-8aec-733fee8c0325
380,Negative Adjustment Lines (R12),MeasuresTable,,,"CALCULATE(
    -1 * COUNTROWS(InTrans_Parts_Adjust),
    DATESINPERIOD(
        InTrans_Parts_Adjust[Trans_Date],
        LASTDATE(InTrans_Parts_Adjust[Trans_Date]),
        -12,
        MONTH
    ),
    InTrans_Parts_Adjust[Qty] < 0
)",,FALSE,Valid,,FALSE,,,,"""0""",ff2edfef-e2a3-4b45-8c8a-03c3305961e0
381,Positive Adjustment Lines (R12),MeasuresTable,,,"CALCULATE(
    COUNTROWS(InTrans_Parts_Adjust),
    DATESINPERIOD(
        InTrans_Parts_Adjust[Trans_Date],
        LASTDATE(InTrans_Parts_Adjust[Trans_Date]),
        -12,
        MONTH
    ),
    InTrans_Parts_Adjust[Qty] > 0
)",,FALSE,Valid,,FALSE,,,,"""0""",5ee79e4d-52f9-4a29-81f7-2d0fba1fc78f
382,Adjustment $ to Inventory $  (Net),MeasuresTable,,,[Adjustment $ (Net)] / [Total Inventory $],,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",65563ad3-082c-4f1e-a8b9-552da4ae8463
383,Adjustment Qty to Inventory Qty (Net),MeasuresTable,,,[Adjustment Qty (Net)] / [On Hand Qty],,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",b5fe15c9-046d-4660-a796-091ff219fbf2
384,Positive Adjustment Lines,MeasuresTable,,,"CALCULATE(
    COUNTROWS(InTrans_Parts_Adjust),
    InTrans_Parts_Adjust[Qty] > 0
)",,FALSE,Valid,,FALSE,,,,"""0""",bc94c1d8-5daa-4d2b-95fc-7ee8b8e7b44c
385,Negative Adjustment Lines,MeasuresTable,,,"CALCULATE(
    -1 * COUNTROWS(InTrans_Parts_Adjust),
    InTrans_Parts_Adjust[Qty] <= 0
)",,FALSE,Valid,,FALSE,,,,"""0""",50d8e5a0-097e-41c4-a201-127e9612ca85
386,Adjustment Lines (Net) (R12),MeasuresTable,,,[Negative Adjustment Lines (R12)] + [Positive Adjustment Lines (R12)],,FALSE,Valid,,FALSE,,,,"""0""",f3628cba-3d1b-4232-b6a6-104f544ac9a4
387,Adjustment $ (Net) (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[Cost]),
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        LASTDATE('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,"""\$#,0.00;(\$#,0.00);\$#,0.00""",a72e578b-525b-4ae0-a45d-29beef335502
388,Adjust $ / Inv $ (Net) (R12),MeasuresTable,,,[Adjustment $ (Net) (R12)] / [Total Inventory $],,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",9a32321f-9502-4227-9442-f4f89fbaf694
389,Adjustment Qty (Net) (R12),MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    DATESINPERIOD(
        'InTrans_Parts_Adjust'[Trans_Date],
        LASTDATE('InTrans_Parts_Adjust'[Trans_Date]),
        -12,
        MONTH
    )
)",,FALSE,Valid,,FALSE,,,,"""0""",bb0aa4e4-5a9f-4cec-9392-9f31157d2e9d
390,Adjust Qty / Inv Qty (Net) (R12),MeasuresTable,,,[Adjustment Qty (Net) (R12)] / [On Hand Qty],,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",72c6d528-3be0-4998-81ea-11d407e43788
391,Adjust Lines / Inv Lines (Net) (R12),MeasuresTable,,,[Adjustment Lines (Net) (R12)] / [Total Parts],,FALSE,Valid,,FALSE,,,,"""0.0%;-0.0%;0.0%""",9e4851a1-326c-45d4-b4c4-cd85ec032365
392,TotalQty PartNo,MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    DATESINPERIOD('InTrans_Parts_Adjust'[Trans_Date], MAX('InTrans_Parts_Adjust'[Trans_Date]), -12, MONTH)
)",,FALSE,Valid,,FALSE,,,,,21de20e7-7e38-4b27-8881-c44e65950d15
393,ExactDuplicates,MeasuresTable,,,"FILTER(
    VALUES('InTrans_Parts_Adjust'[Part_No]),
    CALCULATE(SUM('InTrans_Parts_Adjust'[QTY])) = 0 &&
    CALCULATE(SUM('InTrans_Parts_Adjust'[Qty (out)])) < 0 &&
    CALCULATE(SUM('InTrans_Parts_Adjust'[Qty (in)])) > 0
)",,FALSE,Valid,,FALSE,,,,,49883d87-e29a-46eb-91b9-d97480499ae2
394,NetQtyLast12Months,MeasuresTable,,,"CALCULATE(
    SUM('InTrans_Parts_Adjust'[QTY]),
    DATESINPERIOD('InTrans_Parts_Adjust'[Trans_Date], MAX('InTrans_Parts_Adjust'[Trans_Date]), -12, MONTH)
)",,FALSE,Valid,,FALSE,,,,"""0""",63e9075d-f56a-4beb-8418-712824ee99ed
395,FilteredParts,MeasuresTable,,,"FILTER(
    VALUES('InTrans_Parts_Adjust'[Part_No]),
    [NetQtyLast12Months] = 0
)",,FALSE,Valid,,FALSE,,,,,6b845a14-956c-4b03-865f-fb64b3d9da24
396,MatchingParts,CombinedTable,,,,,FALSE,InvalidExpression,,FALSE,,,,,75ba17d1-b6a3-47bd-9e7a-70ad7139b46a
