ID,Name,Relationship,Model,IsActive,CrossFilteringBehavior,RelyOnReferentialIntegrity,FromTable,FromColumn,FromCardinality,ToTable,ToColumn,ToCardinality,State,SecurityFilteringBehavior
117,bf929681-b0d9-4455-b679-10f38b61a7cd,'PositiveTable'[Positive_Trans_Date] *[<-]1 'LocalDateTable_18a0d960-c7a8-4ba9-944e-135dd6f597cc'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,PositiveTable,Positive_Trans_Date,Many,LocalDateTable_18a0d960-c7a8-4ba9-944e-135dd6f597cc,Date,One,,Single
113,7079fe9c-02da-4d4c-b333-6fed11c12b58,'CombinedTable'[Trans_Date] *[<-]1 'LocalDateTable_7862f79e-8c34-451f-b4a6-79d13f21fcbf'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,CombinedTable,Trans_Date,Many,LocalDateTable_7862f79e-8c34-451f-b4a6-79d13f21fcbf,Date,One,,Single
107,b79b6eaa-bc2b-42ed-a294-115bbfd6cf25,'FilteredCombinedTable'[Negative_Trans_Date] *[<-]1 'LocalDateTable_591293a1-bed7-4886-82ce-9bf9d0b466d4'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,FilteredCombinedTable,Negative_Trans_Date,Many,LocalDateTable_591293a1-bed7-4886-82ce-9bf9d0b466d4,Date,One,,Single
108,db435f39-62d7-43fe-bfcd-6010149d7281,'FilteredCombinedTable'[Positive_Trans_Date] *[<-]1 'LocalDateTable_2efb6dcc-aaf1-4c07-9b7f-d329360b1786'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,FilteredCombinedTable,Positive_Trans_Date,Many,LocalDateTable_2efb6dcc-aaf1-4c07-9b7f-d329360b1786,Date,One,,Single
109,d411d872-5f2e-4ed3-ac3d-9b234d1adda7,'SummarizedTable'[Negative_Trans_Date] *[<-]1 'LocalDateTable_a7d6cadf-fecd-4bc6-9c46-b0a52fb3be4c'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,SummarizedTable,Negative_Trans_Date,Many,LocalDateTable_a7d6cadf-fecd-4bc6-9c46-b0a52fb3be4c,Date,One,,Single
110,263b2a12-4690-4760-8881-1ecb1cff4689,'SummarizedTable'[Positive_Trans_Date] *[<-]1 'LocalDateTable_a77eaf6f-d502-4310-bbce-fbdd1bc652fc'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,SummarizedTable,Positive_Trans_Date,Many,LocalDateTable_a77eaf6f-d502-4310-bbce-fbdd1bc652fc,Date,One,,Single
111,64c1e5ed-b649-4af4-9c0b-4a4573b52314,'FilteredCombinedTable1'[Negative_Trans_Date] *[<-]1 'LocalDateTable_5f7cfd19-f229-4c08-9349-a6d47ae8aa91'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,FilteredCombinedTable1,Negative_Trans_Date,Many,LocalDateTable_5f7cfd19-f229-4c08-9349-a6d47ae8aa91,Date,One,,Single
112,b38c962f-d34f-4657-860c-f0f1ff77b7b0,'FilteredCombinedTable1'[Positive_Trans_Date] *[<-]1 'LocalDateTable_c7eae526-b95c-4453-a4de-8d9e5c963ec8'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,FilteredCombinedTable1,Positive_Trans_Date,Many,LocalDateTable_c7eae526-b95c-4453-a4de-8d9e5c963ec8,Date,One,,Single
21163,d73aae17-e3da-49ac-a692-5b095386be05,'Data Refresh'[CurrentDateTime] *[<-]1 'LocalDateTable_f6e3ad46-5c13-475f-bc8a-820388e30cea'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,Data Refresh,CurrentDateTime,Many,LocalDateTable_f6e3ad46-5c13-475f-bc8a-820388e30cea,Date,One,,Single
21164,cf4c9899-5e55-46ea-afa7-a7da61982299,'Data Refresh'[Date] *[<-]1 'LocalDateTable_4dc28703-c045-4d4c-b533-fcc9c036761c'[Date],820af3ff-39d8-4e41-b03b-6754c8a217dd,True,OneDirection,False,Data Refresh,Date,Many,LocalDateTable_4dc28703-c045-4d4c-b533-fcc9c036761c,Date,One,,Single
